ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0015293	symporter activity	3/270	147/18367	0.0204081632653061	1.38828420256992	0.577324624108814	0.367270766729067	1	1	SLC6A4/SLC46A2/SLC24A2	3
GO:0001965	G-protein alpha-subunit binding	1/270	31/18367	0.032258064516129	2.19438470728793	0.81294031186056	0.368381347565455	1	1	GRIA1	1
GO:0015106	bicarbonate transmembrane transporter activity	1/270	31/18367	0.032258064516129	2.19438470728793	0.81294031186056	0.368381347565455	1	1	SLC4A1	1
GO:0052866	phosphatidylinositol phosphate phosphatase activity	1/270	31/18367	0.032258064516129	2.19438470728793	0.81294031186056	0.368381347565455	1	1	PTPRQ	1
GO:0051015	actin filament binding	4/270	209/18367	0.0191387559808612	1.30193159666844	0.536208358668316	0.369163352687983	1	1	SLC6A4/TNNC1/GJB6/MYH2	4
GO:0140104	molecular carrier activity	3/270	148/18367	0.0202702702702703	1.3789039039039	0.565305939582797	0.371269146788736	1	1	RBP2/HBA1/HBA2	3
GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	1/270	32/18367	0.03125	2.12581018518519	0.778548342211125	0.377682014895153	1	1	AKR1B15	1
GO:0070717	poly-purine tract binding	1/270	32/18367	0.03125	2.12581018518519	0.778548342211125	0.377682014895153	1	1	KHDRBS2	1
GO:0140517	protein-RNA adaptor activity	1/270	32/18367	0.03125	2.12581018518519	0.778548342211125	0.377682014895153	1	1	IGF2BP1	1
GO:0005178	integrin binding	3/270	151/18367	0.0198675496688742	1.35150846210449	0.529765446341942	0.383235074338794	1	1	SLC6A4/IBSP/ADAMTS8	3
GO:0005452	solute:inorganic anion antiporter activity	1/270	33/18367	0.0303030303030303	2.06139169472503	0.745400912903743	0.386846228474553	1	1	SLC4A1	1
GO:0034062	5'-3' RNA polymerase activity	1/270	33/18367	0.0303030303030303	2.06139169472503	0.745400912903743	0.386846228474553	1	1	TERT	1
GO:0090482	vitamin transmembrane transporter activity	1/270	33/18367	0.0303030303030303	2.06139169472503	0.745400912903743	0.386846228474553	1	1	STRA6	1
GO:0097747	RNA polymerase activity	1/270	33/18367	0.0303030303030303	2.06139169472503	0.745400912903743	0.386846228474553	1	1	TERT	1
GO:0031491	nucleosome binding	2/270	92/18367	0.0217391304347826	1.47882447665056	0.562376859783541	0.392843708139803	1	1	CENPA/HMGA2	2
GO:0072341	modified amino acid binding	2/270	92/18367	0.0217391304347826	1.47882447665056	0.562376859783541	0.392843708139803	1	1	RS1/FOLR3	2
GO:0008376	acetylgalactosaminyltransferase activity	1/270	34/18367	0.0294117647058824	2.00076252723312	0.713410674681683	0.395875982936857	1	1	B4GALNT4	1
GO:0015215	nucleotide transmembrane transporter activity	1/270	34/18367	0.0294117647058824	2.00076252723312	0.713410674681683	0.395875982936857	1	1	SLC46A2	1
GO:0043178	alcohol binding	2/270	94/18367	0.0212765957446809	1.44736012608353	0.531131612094878	0.403185765065789	1	1	RBP2/STRA6	2
GO:0005154	epidermal growth factor receptor binding	1/270	35/18367	0.0285714285714286	1.94359788359788	0.682498867225751	0.404773243865621	1	1	SACK1B	1
GO:0016229	steroid dehydrogenase activity	1/270	35/18367	0.0285714285714286	1.94359788359788	0.682498867225751	0.404773243865621	1	1	AKR1B15	1
GO:0030371	translation repressor activity	1/270	35/18367	0.0285714285714286	1.94359788359788	0.682498867225751	0.404773243865621	1	1	TRIM71	1
GO:0030527	structural constituent of chromatin	2/270	95/18367	0.0210526315789474	1.43212475633528	0.515779154491674	0.408325534357361	1	1	CENPA/H2BC9	2
GO:0042562	hormone binding	2/270	95/18367	0.0210526315789474	1.43212475633528	0.515779154491674	0.408325534357361	1	1	RXFP2/UCN2	2
GO:0051219	phosphoprotein binding	2/270	95/18367	0.0210526315789474	1.43212475633528	0.515779154491674	0.408325534357361	1	1	PTPN5/PITX2	2
GO:0004623	A2-type glycerophospholipase activity	1/270	36/18367	0.0277777777777778	1.88960905349794	0.652594252546473	0.413539948216281	1	1	PLA2G1B	1
GO:0015291	secondary active transmembrane transporter activity	5/270	287/18367	0.0174216027874564	1.18512066073042	0.38608462388602	0.414486446402988	1	1	SLC6A4/SLC46A2/SLC24A2/SLC4A1/ADAMTS8	5
GO:0015144	carbohydrate transmembrane transporter activity	1/270	37/18367	0.027027027027027	1.83853853853854	0.623632206635429	0.422178004731561	1	1	PPBP	1
GO:0042162	telomeric DNA binding	1/270	37/18367	0.027027027027027	1.83853853853854	0.623632206635429	0.422178004731561	1	1	TERT	1
GO:0045505	dynein intermediate chain binding	1/270	37/18367	0.027027027027027	1.83853853853854	0.623632206635429	0.422178004731561	1	1	TRIM58	1
GO:0035198	miRNA binding	1/270	38/18367	0.0263157894736842	1.7901559454191	0.595553942286803	0.4306892943509	1	1	TRIM71	1
GO:0005253	monoatomic anion channel activity	2/270	101/18367	0.0198019801980198	1.34704803813715	0.427183463709394	0.438696324153805	1	1	GABRQ/GABRA3	2
GO:0005109	frizzled binding	1/270	39/18367	0.0256410256410256	1.74425451092118	0.568305841220804	0.439075670613939	1	1	MYOC	1
GO:0004896	cytokine receptor activity	2/270	102/18367	0.0196078431372549	1.33384168482208	0.412968275338231	0.443676103936633	1	1	IL22RA2/IL1RAPL2	2
GO:0098631	cell adhesion mediator activity	2/270	102/18367	0.0196078431372549	1.33384168482208	0.412968275338231	0.443676103936633	1	1	CNTN6/NTNG1	2
GO:0000146	microfilament motor activity	1/270	40/18367	0.025	1.70064814814815	0.541838877748412	0.447338960058191	1	1	MYH2	1
GO:0016877	ligase activity, forming carbon-sulfur bonds	1/270	40/18367	0.025	1.70064814814815	0.541838877748412	0.447338960058191	1	1	SLC27A6	1
GO:0050997	quaternary ammonium group binding	1/270	40/18367	0.025	1.70064814814815	0.541838877748412	0.447338960058191	1	1	CHRNA2	1
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	1/270	41/18367	0.024390243902439	1.65916892502258	0.516108119470759	0.455480962610943	1	1	AKR1B10	1
GO:0042169	SH2 domain binding	1/270	41/18367	0.024390243902439	1.65916892502258	0.516108119470759	0.455480962610943	1	1	KHDRBS2	1
GO:0043014	alpha-tubulin binding	1/270	41/18367	0.024390243902439	1.65916892502258	0.516108119470759	0.455480962610943	1	1	CAV3	1
GO:0004620	glycerophospholipase activity	2/270	106/18367	0.0188679245283019	1.28350803633823	0.357554219248804	0.463346861991635	1	1	PLA2G1B/CHRM1	2
